essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
348,6,"In the excerpt from ""The Mooring Mast"" by @PERSON1, the builders of the empire state building faced many obstacles in attempting to allow dirigibles to dock there. The greatest obstacle the builders had to overcome was the winds were constantly changing because of the air currents. Another reason why dirigibles weren't allowed to dock on the empire state building was because many dirigibles from outside the @LOCATION3 used Hydrogen which is very flammable. So if one blew up like it did in Lakehurst, New Jersey more people would be effected by it. Yet another reason why dirigibles weren't allowed to dock there is because they could use lead weights to weigh down the back of the blimp because that would be dangerous for the people below Another reason why dirigibles weren't allowed is because of the sharp spires of the other buildings in the area. If a Navy captain was afraid of having his blimp poped then no one should be allowed. The last reason was that there was a law saying that air ships can't fly too low over urban Areas. Those with the obstacles the builders could never overcome.",4,4,4
349,6,"There are many obstacles that the builders face when creating the empire state building.  First off the height of the building more come into question as much and there were to many discussions about the Top of the building.  The empire state buildings first goal was to be the future of city they wanted to food people onto blimp.  another problem is where really is know way to get the blimp steady enough to stick to the building and the large aircrafts are not suppose to fly back close to the building because other building are around.  In conclusion, they did face many problems.",0,2,1
350,6,"There were many obstacles that the builders of the Empire State Building faced. One of the greatest being safety. As stated in paragraph @NUM1, most dirigibles from outside of the U.S used hydrogen rather than helium. Hydrogen is highly flamable. Also another issue was purposed in paragraph @NUM2, this was nature itself. The winds at the top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered down, the back of of the ship would swivel around the morning mass. Yet another obstacle as to the reason why dirigibles couldn't dock at the Empire State Building was in paragraph @NUM3, this was an existing law against airships flying too low over urban areas. These obstacles made it nearly impossible for the Empire State Building to serve it's original purpose.",3,3,3
351,6,The greatest abstacle to the successful use of the mooring mast was nature itself. There were high violent air currents causing the building to constantly shift. It was neither practical nor safe.,1,1,1
352,6,"There were many obstacles that the builders of the Empire State building had to face while trying to allow dirigibles to dock there. One reason is the dirigibles were unsafe. This is because dirigibles from outside the United States used hydrogen, which is extremely flammable. If the dirigible caught on fire in a densely populated place, then many people could die from it. Another obstacle the builders faced was nature itself. This is because the winds at the top of the building were constantly shifting so the back of the dirigible would swivel back and forth. They could only fix the problem by putting weights on the back of the ship, but to do that impractical and unsafe. This is because the weights are dangling high above pedestrians, so if one broke, it could kill someone. The third obstacle is that there was a law against airships flying to low over urban areas, so it would be illegal for the ships tie up to the building. The final obstacle was the wind could have pushed the ship onto sharp spires, which could puncture the ship, so the pilots wouldn't be able to get the mooring equipment. These are the obstacles the builders face, which caused the mooring equipment not to be installed.",4,3,4
353,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. Safety reasons, weather conditions, and government laws, defeated the purpose of the mooring mast on top of the building. For example, many of the dirigibles used at the time contained hydrogen instead of helium, ""hydrogen is highly flammable... above a densely populated area."" (@NUM1). The builders realized this was not smart. Furthermore, ""The winds on top of the building were constantly shifting do to violent air currents."" (@NUM2) This created a dangerous situation because the ship would swing around the mast. Lastly, the most obvious obstacle was a government law prohibiting a ship to even approach the building. ""...an existing law against airships flyinging too low over urban areas"" .(@NUM3) The whole idea that was built up to something great had slowly dwindled. The builders of the Empire State Building faced these obstacles, and many more, in their attempt to allow dirigibles to dock there.",3,2,3
354,6,"In the article ""The Mooring Mast"" by Marcia Amidon LÃ¼sted, many obstacles of building the Empire State building as a docking station for dirigibles are describle. John Tauranac, the man who came up with the plan to dock dirigibles on the top of the empire state building forgot some very important things to take into account. First the entire building would have to be modified because ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stres to the building's frame"" (paragraph @NUM1). The second problem that would need to be solved would be the safety of the city. Many ""dirigibles from outside United States used hydrogen rather than helium, and hydrogen is highly flammable."" (paragraph @NUM2.). If an accident like German dirigible Hindenburg happened, it would be ten times worse. Lastly, the ""violent air currents"" (paragraph @NUM3) would pose as one of the greatest obstacles. The U.S. Navy dirigible Los Angeles tried to tie up but could not get close enough because of ""forceful wind."" (paragraph @NUM4). The obstacles of making the empire state building into a mooring mast caused too many obstacles that could not be solved.",3,3,3
355,7,"Patience is when your waiting .I was patience when in line waiting for lunch .I didnâ€™t c ut any one to eat .I was standing and waiting for my turn .Patience ,some people donâ€™t have it .Lots of people just cut or yell at you because they donâ€™t have  any patience. Sometimes people will push you out of their way .They only do that because they donâ€™t have patience at all. Patience is what people need .People need patience because lots o f feelings get hurt .Everyone should have patience.",8,7,15
356,7,"I am not a patience person, like I canâ€™t sit in a sit for more than five minutes, but there was one time I was patience and i bet very alse was to that right riding a bike where out training wheels. When I was five learned how to ride a bike I just keeped falling of at one piont my bike  flip and I allmost broke my jaw but i didnâ€™t. Finally after @NUM1 weeks of onstint falling I rode for @NUM2 minutes without falling and finally learn how to riken a bike.",6,7,13
357,7,One day I was at basketball practice and I was running has  with my team when I was getting really really thirsty  do after we did are suicides (a running exercise)I asked coach if we could go get  some drinks  coach said â€œafter are double drible down and back exerciseâ€ @CAPS1 I did the exercise and we all rushed to the drinking fountain and I was at the end of an @NUM1 girl  line .I waited and waited until finally there I was faced with that drinking fountain when one girl says â€œ can I have a drink thank youâ€ and all I could do if be stunned..Thats were I heard a bright ladys lets go!â€ I was @CAPS1 mad but I quickly took a @NUM2 second drink of water and rushed over to coach and now Iâ€™m the fisst one alot and I take long drunks do my teammates call me a fish!,7,8,15
358,7,"I going to write about a time when I went to the @ORGANIZATION1 fair, we had fun, we saw a ride we wanted to get on, so we got in line. Suddenly, we noticed that we were at the end of the line. So my mother said.â€ @CAPS1 get on another ride thenâ€. We already tried the other rides,â€ my father said. So we stayed at the end of the line until it was our turn, and said that was the last ride, soon there were people behind us complaining, their younger children was getting mad, and parents was hollering. We just stood there, and kept being patient. That didnâ€™t desterb us. since we were raised to be patient, and wait our turn at things. I feel being patient is very important, because if you act up in line, you might make people think theyâ€™re holding you up, but itâ€™s the line moving slow. Advice: when you are waiting at the end of the line, donâ€™t shout, scream, holler, or yell at anyone, it only creates trouble. Just donâ€™t think about all of the people ahead of you, talk to someone, just take your mind off of it for a while, then youâ€™ll notice, the line is moving quicker than you expected. P.S. We enjoyed the ride.",8,9,17
359,7,"It can be very hard for somebody to be patient. If you are patient, then you are understanding and tolerant. You have to be patient sometimes. When you go to the dentist or doctorâ€™s office, you need to be very patient. There was a girl who had to go to the dentist. She hated the dentist. It was always so boring. First, youâ€˜d sit there while your parents did a whole bunch of paperwork. You have to just sit there for like @NUM1 minutes before you even go in. Then, when you finally go in, they start working on your teeth for like ten minutes, then youâ€™d sit there for another fifteen minutes. Finally, When you are done getting your teeth cleaned youâ€™d sit there for another ten minutes while your parents talk to the dentist. So, you need to be patient sometimes, even when you are just dying of boredome.",7,6,13
360,7,"There was a girl name @PERSON1. She loved spending time with her mom. Every weekend they would either @CAPS3 the movies, amusement or water park, or just stay home. This time was different though. @PERSON1 was even a little scared about @CAPS1 was about @CAPS3 happen. Today was a @DATE1 and @PERSON1 and her mom was watching videos of her mom when she was young. After the video, @PERSON1 and her mom looked at each other and laughed. Once they settled down, @PERSON1â€™s mom looked sad. â€œ@CAPS1â€™s wrong mom?â€ @PERSON1 asked. â€œI have @CAPS3 go. I have @CAPS3 go somewhere for work and canâ€™t take you with me,â€ mom replied. â€œ@CAPS2 not?â€ asked @PERSON1. â€œI donâ€™t know, but I need you @CAPS3 wait here with your father. Iâ€™ll be back soon,â€ the mom said calmly. With that @PERSON1â€™s mom left and drove away. @PERSON1 stood there confused and wishing her mom didnâ€™t have @CAPS3 go. Then she went @CAPS3 the phone and called her dad. An hour later, @PERSON1â€™s dad came @CAPS3 her house. He calmed @PERSON1 down, who had been crying because she missed her mom. @PERSON1 went @CAPS3 her room and began  @CAPS3 wait patiently for her mom. Weeks past and @PERSON1â€™s mom still hasnâ€™t returned. Every night now @PERSON1 cried hoping her mom would come. During the day she would wait watching for her mom. @PERSON1 wanted her mom more than ever now. Though see never complained @CAPS3 her father and understands that her mom left for an important reason, but still she missed her mom. Two years have passed since @PERSON1â€™s mom had left. @PERSON1 didnâ€™t cry as much but still waited. Waited for her mother @CAPS3 come back. One day @PERSON1 heard a knock on the door, she answered it and there stood her mother. They stood on the porch for a moment, then hugged each other. They both cried and her mom whispered â€œIâ€™m sorry.â€ @CAPS3 @PERSON1. Now @PERSON1 and her were unseperatable. They never left each otherâ€™s side again.",11,12,23
361,7,Un Patience @CAPS1.   My name is @CAPS2 and I have a very hipper non patience horse named @CAPS1. @CAPS1 is a chestnut quarter horse with a white star on his forehead who is very un patient. He is always hipper and ready to go. For example when we are getting ready to go on a horse ride in our back trains he dose not stand still when I am tacking him up at the post. And when we are on the ride he always is so far up ahead that I have to stop him to wait for the group. And thatâ€™s when he gets unpatient. No matter what he will not stand still and wait for the group so I have to spin him around and walk back to the group. Meany times I have tried training him to be patient but I have always failed. I guess he just always has to be doing something. But I will always love him no matter how un patience he is.,8,8,16
362,7,"A time when I was patient was when I preordered a videogame called @CAPS1 @CAPS2 I preordered it a month before it came out and I couldnâ€™t wait for it to come out. I mostly wanted it because @ORGANIZATION1 is the company that makes it and this is the last game @ORGANIZATION1 was making because some other company bought the @CAPS1 series from @ORGANIZATION1. When the game finally came out on @DATE1 fourteenth two thousand ten, I bought with my friends and the game is amazing. I would give it four of five stars. Iâ€™m not absessed with it through. I play it only about two hours a day which is all my parensts let me play any way. Hala @CAPS2 is my very favorite game.",9,9,18
363,7,"One time I was patience it was when I wanted a phone I didnâ€™t get a phone I knew I was gonna get one someday .The day finally came to get my phone @DATE1 it was my @NUM1 birthday .I was opening presents and I didnâ€™t know what I was getting but the last and find big present was a cell phone .So I called my friend on it and  she said whose phone are you calling from I said my .I couldnâ€™t believe I could be so patience for such a long time .I was so happy that I could be so patience for  so long. I did not know someone could  be so patience for so long .Once I got my phone I wasnâ€™t patience for waiting for a texted message to come back to me .After all I got patience and just waited until I got the text message back . I wish I could be patience everyday but canâ€™t do that .Iâ€™m happy that I have a phone so I can call my mom after all my activitys and  then I know she is on her way and I will be patience with her: could I ever be more  patience . Some days I never patience with anything .one day I will teach someone to be patience to me and I will be happy to do that .But some day and every day after that I will be to patience for everybody .I wish everybody will be patience some day, Patience means you will just wait for that day or moment of live .This a time when I was patience and when I want other people to be patience .I hope someday everybody in the world will be patience with everybody. Will you please help other people to be patient and then they could teach someone new every day .I will be patience or trie to be patience and wait for another thing to happen in life .I hope you are patience at times too. Thanks for reading the time I was patience and times when I want to be patience .Hope you enjoyed his story.",8,4,12
364,7,"I think patience is a time when you have to be calm. It is also a time of wateing. For some people being patient is extremely hard. But for me itâ€™s easy. At times I can be inpatient, but everyone can be. Being patient is kinda new racking, but I manage. A lot of times I get mad if I have to be too patient. I think @PERCENT1 of people in the world donâ€™t like to be patient. with patience comes a reward is you are really patient!",4,6,10
365,7,You know that life is so much harder when you donâ€™t have the patients. If you donâ€™t then Iâ€™m going to tell you why. There was a time that found out I was going to @LOCATION1 now thatâ€™s the good part but when I ask â€œhow are we getting there?â€ we had to fly and right then and there I knew I was going to have to be very patient and I thought I didnâ€™t have enough patients to fly to @LOCATION1. Although I got through it. Now the worst thing was when I got to @LOCATION1 it was very hot out. We had to stand outside to wait for the bus. It got so hot that I lost all my patients and got so angry at everyone that I thought I was going to blow up! Only because I didnâ€™t want to wait for the ride anymore. Haha I came to my sences and I start out it was why easier to wait and the bus eventaly showed up and I already felt way better.,8,8,16
366,7,"One nice sunny day I was traped in a doctors office with no air conditioning. this doctorâ€™s office had @NUM1 chairs in the dirty waiting room. I was already cramed in the room with about @NUM2 people for @NUM3 minutes. I was trying to be patient but the patience was wearing off. Sweat dripped of of my face on to my black @PERSON1 short-@CAPS1 shirt. I was starting to get hot and mad, but I kept my patience. I know if I was going to get mad even more, it wouldnt help or make the time faster. Then all of a sudden, â€œcreeeeeck,â€ the door opened. A tall white woman with green schrubs on said, â€œ@CAPS2.â€",9,10,19
367,7,"A time I was patient was @DATE1, when I was in line to ride the dragster in @CAPS1 point. I was super hot day, I was at @CAPS1 point with my best friend and we were geting ready to get on the dragster. The line is about an hour long and the sun is beating down on you so to me it felt like forever. Just as we were about to go on the ride they steped us because the ride wasenâ€™t working right. So we had to wait another @NUM1 mins. Luckly my best firend and I had good patients unlike some of the other people who stormed out of there in the first five minutes. We waited and got on the ride and it was one of the most fun experences of my life. â€œIâ€™m so happy we waitedâ€ said @PERSON1 my best firend. Some people have patient like  @PERSON1 and I, and some donâ€™t like the the people who ran of there. Iâ€™m glade we waited or that would not have happened. In this case patient was a great thing for @PERSON1 and I.",9,8,17
368,7,"One day, my soccer team was in the chamionchip game in we facing the lions. At the start of the game I was on the bench I was the worst on my team. After the @DATE1 we were up @NUM1 but my coach still put me on the bench and I just sat there and cheered for my. The next to quarters went by and it was tie game @NUM2. Half way through the @DATE2 are star player got hurt so coach put me in. I had no due what do I was just chassing the ball. With one minute left I was standing by their goalie and one of my team mates shot the ball zinged through the air and hit me in the foot. The ball redirected into the goal my team started to cheer we were up @NUM3. After the @DATE2 minute was done and horned went off and every one cheered again and lifted me up. Thatâ€™s how patience helped me.",6,8,14
369,7,"This is about a story I was patient I was on an @LOCATION1 â€œ@LOCATION1, so this is what happen on the @LOCATION1. I was standing in line on ordered some sausages, eggs, pancakes atia syrup, has browns and orange jucie and take my cool derille sitting a man with a steak for his head and order something and sits down, and I get mad a little the Iâ€™m still patient okay but then Iâ€™m really mad because geating steak head getâ€™s his before mine and walked in here first.  So then I cool down because a nice cute girl walks in orderâ€™s and comes and sitâ€™s down where I were sitting then a old think there goding and hip, they and they order sit down. Finally, the girl and I finally get a food and show the old people hip is we challenged them to surf contest but the main in to sit and wait and be patient even through it @NUM1 in the @TIME1.",5,7,12
370,7,"Tick, tock, tick, tock. Being patient is hard for some people but easy for others. Iâ€™m not a very patient person. Iâ€™ll tell about a time when I was patient. (the only time) One time me my mom and my sister we went to the docter because my sister had a docters appointment. I asked my mom how long it was gonna be and she said â€œabout @NUM1 min.â€ @CAPS1 I said ok. @CAPS1 we arrived and she asked if I wanted to come inside and I said no Iâ€™ll wait in the car. @CAPS1 I was inside of the car waiting and I got boare  and turned  the music on and this was ??? about @NUM2 or @NUM3 in. About @NUM4 later I got tired of listening to music. @CAPS1 I tried to fall asleep. That didnâ€™t work @CAPS1 I went outside to stretch because my arms and legs were tight. It was @NUM5 and my mom and sister come walking. Thats a time I was patient.",8,8,16
371,7,"One day @CAPS1 went to school pretty earlie in the @TIME1. He went is just ?? if it were a normal day, and goes to his star class in the @NUM1 grade. He chated with his friends all star and then class was over. Then he goes to @NUM2 hour science and there is a lab with partners. @CAPS3 him and @PERSON2 decide to be partners. Half way through the lab they dont know what to do. @CAPS3 @CAPS1 goes up to the teacher and interupts her and another student. @CAPS3 the teacher says ill be with you in a moment, but he continues to bug her. @CAPS3 he got a step. Then later that day he was in @CAPS2 and was working on a work sheet but the teacher was writing with the principal. @CAPS3 he decided to wait for her to be done @CAPS3 he wouldnâ€™t get in trouble, but it was taking much longer than expected @CAPS3 he noved th next problemâ€™s. then the teach comes back and he got her help. @CAPS3 in conclusion @PERSON1 learned two lesson that day. One that you can get in trouble for being impatient and get a step. Two that if you are pollite and courtaeous in class and be patiet you can get the reward of getting a letter citizenship grade. Wich @PERSON1 did that day.",9,8,17
372,7,I recall once a famous madican named @PERSON1 was prefering a stunt that took enourmous amounts of pateints and courage it was named â€œ@CAPS1 In Timeâ€. The madichian had to stay in a block of ice for @NUM1 dayâ€™s or @NUM2 hours! The great madichian had only a sweater. He had the consiled  ice open to public as the magnificent madichian said â€œI could bearly hear anythingâ€. He waited hours on and like falling down on abyiss or bottomless pit. Until the final seconds ended. The madichian as finally free. And alive,8,8,16
373,7,"One day, a few years ago, I woke up and my mom said we were going  to my grandmaâ€™s house. So started to get ready. After I was done getting dressed I looked on.  My dresser and grabbed my @MONEY2 @MONEY3 that I was saving up to buy something just incase we went to the store When we got there I saw my cousinâ€™s dad @CAPS1 walking a puppy. I walked up to him and asked about the dog, he said it was his brothers dog and he was selling it. My mom said I could get a dog so I asked him how much did he coast. @CAPS1 said @MONEY1. I got really excited because I had @MONEY2 and could get @MONEY3 from my granding. So I called my mom but she was busy somewhere else but she told me that she wanted to see the dog before I buy him. So @CAPS1 waited their for hours but my mom took forever. Then finally I got impatience and bought him. But my wow wasnâ€™t mad because she ended up liking him",10,11,21
374,7,"The time that I was patient was not long ago. It was a day of boredom and waiting. I went to a candy store to buy some candy, I wanted a lorry pop. The man told me to hold on when he was getting my candy. It was @NUM1 minutes until he brought me my candy. I was patient enough to wait for my candy. There was another day like that. It was at the cernical, I was at the end of the line waiting to get on a ride. There was a man who was arguing at the life gaurd instructer for not letting him on the ride. He was arguing for an half an hour. S was patient waiting for him to stop. I did not complane or argue about the man who was wasting our time.",6,8,14
375,7,One day I was patient was when I tried out for volleyball. I had to be patient because the two coaches had to pick who was going to be on a team and if so which team. My friends and I waited patiently in the gum as the coaches told kids privately in the hallway. They had to do it privately because there are two teams the â€˜Aâ€™ team and the â€˜@CAPS1â€™ team. Finally there was about @NUM1 other girls still waiting I chose to go last because I thought I could handle the challenge of patience but I was wrong. The thrill of finding out was @CAPS2!  At last it was my turn I walked out into the hall and found out I was on the â€˜@CAPS1â€™ team. Although it wasnâ€™t the â€˜Aâ€™ team I was still happy I didnâ€™t get out. That was a day I had to be very patient.,9,9,18
376,7,"A time that I was patient was last year at cheer competition. In the beginning of the day I was patient getting in line to get ready to perform. Once we were ready we were waiting to go to perform. After, we perfomed we went to watch the rest of the teams. The other teams were really good. Then are team went and had lunch while some of the teams were still performing. We had to wait til all the teams were done. Once the teams were done they called all the squads to the mat it was award time. All the teams sat down on the mat. My team members were waiting patiently to see if we worn in cheer or in dance. We waitedâ€¦ and waitedâ€¦ and waited till finally he called are name. The junior varsity cheer leader! We took first in dance and fourth in cheer. That day was a good day for me and I was very patient and being patient can turn out right or not the way you wanted it to be. You never now till it happens. That is a time when I was patient at cheer competition.",12,12,24
377,7,"Im writing about the time I was patient at a @ORGANIZATION1 game. It was my birthday and my dad took me, to go to watch the @LOCATION1 vs. the @LOCATION2 huggets in @LOCATION1. We were in a huge traffic jam. The jam was caused by a wreck a couple miles ahead and everyone was trying to get to the game before it started. I was patient with the whole trip because the trip was about a @NUM1 Â½ hours long. My dad, uncle, aunt and me were all kind of frustrated that it was taking so long, but I kept my cool and was able to make it through the @NUM1 Â½  hour drive. When we got to the arena the @LOCATION1 and @CAPS1 were warming up and the game was about to begin. At the end of the day the @LOCATION1 ended up winning. That was the most best birthday ive ever had. Now I donâ€™t think I could ever keep my cool like that again because I have a very short fuse now that in order. I will never forget that birthday again.",9,8,17
378,7,Being patient? Being patient is very hard for me because I am bipolar and I have savere anger issues. My experience with being patient is when I lived with my foster family!!! They had grandkids that really annoyed me!!! My foster family had a different religion than me I am atheist. They are @CAPS1 and they would constantly tell me I am wrong!!! It made me very upset but I didnâ€™t say nothing because I was being patient. And I hate it. With my anger problems im very surprised I didnâ€™t go off on them? But yes patience does take practice lots and lots of practice. Because not everyone in this world is patient!!! Tolerance twords childrenâ€¦ I donâ€™t like kids to much but where I wed to live there were tons of little kids that were the grand kids of my foster family and I sued those kids are annoying but I had to tolerate them. Kids are very hard to tolerate and so are â€œguardian parentsâ€ they are the worst they tell you what to do and they aint even youre parents but I tolerated it.,8,8,16
379,7,One when I was patient was when we were going of north. We had to pack but I was already done because I had packed the work before my family was packing still & I went to sit in the car because I was already ready I had nothing else to do when I went back inside the house they were almost done packing so I went to the bathroom when I got out they were finished packing. When we got going I had to wait for over @NUM1 hours to get where we were going but when we got there we had fun. The reason I used this as my example is because it took a lot of patience to get to mackinoc city from nbly. That day I learned a lot on how it is important to be patient.,8,8,16
380,7,Patients is verey important. But I m not verey good with my patients. And when I am and I wait my turn I end up forgetting what I going to say. I guess I m not verey patient because my family is not verey patient. My family is not verey patient because we just want to say what were gona say before we forget it. Are family it also verey forgetful. That is probably another reason why we arnt patient. Patients is im portant because it helps you be more calm and it helps you wait turn. Thats all I know about patients.,5,4,9
381,7,"Patience is when you can take your time at something. When your able to wait, not in a hurry pushing shuvinig  an rushing like some thing bad happen. Being patient also means that you are understanding when it come to tolerents and it when you are calm, cool, peace an love!!!",3,3,6
382,7,When I was patient. Was when I go down the river with my dad and my two sisters (@CAPS1 @MONEY1).The only way I'm patient is when my dad says we are going from north to @LOCATION1. So I have no chose to be patient because it is a two houre trip. But there is a train track brige that my dad least use @CAPS2 off of and tack a brake and eat some lunch and the brige is about one houre ride down the river if you realy all the way but whe just me and my dad go we just slot the hole way.,6,4,10
383,7,"Patience? I am not a patient type of person. I am a @PERSON1 @CAPS1. He played in a @CAPS11 called @CAPS2 which l really wanted to @CAPS10. Which came out @DATE1. That l havent even seen yet until One day l was sitting in my porch where l asked my mom to @CAPS19 to @CAPS9 and @CAPS10 @CAPS2 that @DATE2 when she said ""wlc"" l was really upset because l wanted to @CAPS10 it really really bad. I was being very patient at the time. I had called my @CAPS4's, @CAPS5's, sister's and brother's to fave me. @CAPS14 they said they were busy so l cried myself to sleep. The next @NUM1 days my mom and dad was talking about going to the movies and out to dinner. I walked in screaming and yelling ""@CAPS6 ARE @CAPS7 @CAPS8 @CAPS9 AND @CAPS10 A @CAPS11 AND @CAPS12 @CAPS13 @CAPS14 @CAPS7 @CAPS16'@CAPS17 @CAPS9 @CAPS19 @CAPS7 OWN @CAPS21"" @CAPS22 I left out the room. The very next day my brother and his girlfriend went to @CAPS9 @CAPS10 it knowing l wanted to @CAPS9. They came home reasing me saying @CAPS6 good the @CAPS11 was. So that night l went down stairs to demand to @CAPS9 @CAPS10 ""@CAPS2"" saying "" I am being very patient with you all about taking me to @CAPS10 @CAPS2 @CAPS14 you all are pushing my buttons so l demand to @CAPS9 tomarrow"" @CAPS22 I waited @NUM2 second @CAPS22 she said that l could @CAPS9 this @DATE2. That was the very @NUM3 time that l was patient, and I'm proud of myself, I @CAPS16'@CAPS17 wait to @CAPS10 my @CAPS25 @PERSON1 @CAPS26""",9,8,17
384,7,"I am not a patient person at all. But sometimes I have to be like my birthday for instance, I would love it if my birthday came at least every month. But of course, I only have @NUM1 birthday a year, so I have to wait. I would like to be a patient person. Itâ€™s just not in the cards for me. My father on the other hand is more patient than anyone. I know he will tell me to clean the car @DATE1 I told him I didnâ€™t do it yet so he says he will give me more time. I couldnâ€™t be that patient with my kids. I would tell them to clean it now or they would be grounded. I wouldnâ€™t force them to or anything but Iâ€™m not gonna wait a whole month before I get my car cleaned! I guess I could try to be as patient with my father but that would be really hard. Although if Iâ€™m â€œpatient,â€ Iâ€™m sure I will be able to do it!",8,8,16
385,7,"Patience is when you are waiting for something to happen and you experience difficulties but you do not complain. My friend @PERSON2 is a patient person. Her and her brother are both very patient. Their dad has been gone for most of their lives fighting for our country. This is the story of the time @PERSON2 and her brother @PERSON1 were patient. When @PERSON1 was born his dad was @NUM1 years old. @PERSON1 dad had already applied fro the army. His dad has been their most of his life. Two years later @CAPS1 sister, my best friend was born. Their dad was with them til @CAPS2 exie was about @NUM2 I believe, but he left that year. @PERSON1 new why his dad was gone, but @PERSON2 is about a year behind because she has really bad A.D.H.D. so doesnâ€™t know why she didnâ€™t see or talk to her dad for about three years. When she turned about six years old she knew her dad was gone and that was the time @PERSON1 became to be in the in the army and also it was the time their dad was in the leg by a machete. When their came back for about a year, they spent a lot of time with him, and @PERSON2 is very fragile and he would try play with her and tickle her and it hurt @PERSON2 and she would scream â€œ@CAPS3! @CAPS3!â€ but it didnâ€™t work he would just keep going and acting like he didnâ€™t hear her. @PERSON1 isnâ€™t fragile at all, he loves his dad and so does she but she doesnâ€™t like him as a person. She likes my dad more than hers because she sees him more and she thinks hes nicer. In conclusion I think @PERSON2 and @PERSON1 are very patient because they donâ€™t know if theyâ€™ll ever see him again after he gets on that plane, and Iâ€™ve asked their mom and she says they never complain about missing their dad.",8,7,15
386,7,Patience is an important thing. Patience is when you are understanding and tolerant. I have been patient many times. For instance when my mom uses the phone late till she gets of to talk to her. Before events like plays or movies you have to be patient until the movie are play begins. I am most patient during tests. Like this one the mean patience is very important. If you dont have patience to some people that is anrcoying. If i didnt have patience I would be a completely???person people would mind me very amount and every they would @CAPS1 get along with me so inside of bothering someone @CAPS2-stop be patient.,6,5,11
387,7,"Long ago in the land of @LOCATION1 their was a young boy named @CAPS1.@CAPS1 wanted to become a ninja like the rest of the older boys but he was to young, he was only six the years old.One day @CAPS1 came running home,he wasnâ€™t just running he was fliping, twirling @CAPS1 was acting like fire work, @CAPS1 came bursting threw the door, and said â€œmama mama im @CAPS2 old enough to be a ningaâ€ said @CAPS1, and kins mom said â€œ well, sorry you canâ€™t ninja training isnâ€™t till another six yearsâ€said kins mother, â€œwhy now when I @CAPS2 turn twelve.â€ @CAPS1 replied â€œwell the sensai in still on his training, so youâ€™ll have to be patientâ€ so @CAPS1 waited six long years and @CAPS2 became a ninja",12,7,19
388,7,"One in a land called @CAPS1 bokane there was a young named  @PERSON2. In the land of @CAPS2, all the people lived off the land. They believed that everything had a spirit, and when you died the spirit of judging decides what you will be in the next life. To the people of @CAPS2 honor was everythbing, and no person valued @CAPS6 more than the hunter @PERSON2. One day @PERSON2 and his friend @PERSON1 went into the sacred forest to hunt danes, a deer-like animal.  As they approached the hunting grounds, both men nocked their bows, and shimied up the trunk of an ancient oak. Both @PERSON2 and @PERSON1 waited for several hours before seeing a dane , and when they did, @PERSON1 had no arrow ready,@CAPS4 of this @PERSON2 got to kill @CAPS6. The dane looked at @PERSON2. @CAPS6 stared  at him. Unblinking pupils dialated. Snorting blue mist from its nose. Yet @PERSON2 did not take the shot. Instead the the dane fled into the treeline. â€œ@CAPS5 did you not take the shot?â€™â€™ whispered @PERSON1. â€œ@CAPS6 was to far away my friend. I was not sure one arrow would kill @CAPS6 wiithout pain.â€™â€™ @PERSON2 replied simply.The next day the pain returned to the woods and again a dane appeared. This time though @PERSON1 had an arrow ready,but @PERSON2 had rites to this dane as @CAPS6 was the same one from the day before. The daneâ€™s rear was toward the pair, and again @CAPS6 was stai ring at @PERSON2. @PERSON2 simply steped back. Soon @PERSON1 took the shot since @PERSON2 would not. The arrow flew high and impaled the obsidian tip into an ash tree. â€œ@CAPS5 did you not take the shot?â€™â€™ whispered @PERSON1. â€œ@CAPS6 is not honorable to take the life of a beast with @CAPS6â€™s back turned.â€™â€™ @PERSON2 whispered back. On the third day the same dane stalked through the hunting grove of @PERSON2 and @LOCATION1. The dane walks through the grove from the left this time giving @PERSON2 a clear shot at its right flank.This shot @PERSON2 takes. The arrow flies tree and pierces the animals lungs and heart. â€œ@CAPS9 the spirit judge @CAPS10 will be pleased.â€™â€™ @PERSON2 states as he corries his kill from the woods. In the end , patience rewards better than impatience. No matter the circumstances.",12,12,24
389,7,"One time when I was patient was when me and my family, went on a fishing trip to @LOCATION1, @CAPS1.  Once we got on the boat it took @NUM1 minutes to go through the river. Then at @NUM2 we just waited, trolling through the water. Rocking side to side like a baby in its crib. Setting up all the poles and tures. Then around @NUM3 we got our first hit. My dad rushed over to get the pole and started reaching as fast as he could. Eventually he got it in it was a, @ORGANIZATION1 at @MONEY1. Then around @NUM4, another pole got a hit I rushed over grabbed the pole and started realing it in. With some help my fish turned out to be a king @ORGANIZATION1 that came in at @NUM5. and @NUM6 inches tall. That is why it always helps to be patient. You never know  whatâ€™s  going to happen if you are patient.",10,8,18
